start_time,japanese_text,chinese_text
0:03:07.40,何が？,什么？
0:03:07.49,たしかに,确实
0:03:07.62,それな,就是啊
0:03:07.65,っかしいだろっ!,很奇怪吧!
0:03:07.65,それな,就是啊
0:03:07.68,せやな,是啊(せやな)
0:03:07.77,それな,就是啊
0:03:07.77,せやな,是啊(せやな)
0:03:07.78,おかしいですよしずかちゃん！,很奇怪哦静香酱！
0:03:07.81,そうだよな,是啊
0:03:08.03,たしかに,确实
0:03:08.06,それな,就是啊
0:03:08.12,ほんとだよ,真的哦
0:03:08.18,ハッピーフルーツには酸っぱいのもあるんじゃあないか？,happy fruits里不也有酸的吗？
0:03:08.18,おかしいですよカテジナさん！,很奇怪哦卡特珍娜桑！
0:03:08.18,それな,就是啊
0:03:08.24,はっぴーになっちゃったっピ,变得happy了piko
0:03:08.31,たしかに,确实
0:03:08.34,それな,就是啊
0:03:08.37,それはそう,那确实是
0:03:08.84,そうかも,可能吧
0:03:08.87,そうかな...そうかも？,是吗...可能是？
0:03:08.96,常識人がいた,有正常人
0:03:08.96,可笑しいよな、笑えよ。,很可笑吧，笑啊。
0:03:09.03,それな,就是啊
0:03:09.03,正論,正论
0:03:09.09,うん,嗯
0:03:09.09,視聴者を代表してくれて助かる,代表观众帮大忙了
0:03:09.22,たしかに,确实
0:03:09.27,たしかに,确实
0:03:09.33,ま、なるわな・・・,嘛，会这样呢・・・
0:03:09.34,それな,就是啊
0:03:09.34,うん,嗯
0:03:09.37,それな,就是啊
0:03:09.41,そうさせたのは誰だ？,这么做的是谁？
0:03:09.91,それはそう,那确实是
0:03:10.27,あーサイコサイコ,啊—psycho psycho
0:03:10.30,ほんとにね,真的呢
0:03:10.50,＊正常な反応です,＊是正常的反应
0:03:10.59,たしかに,确实
0:03:10.61,naniga?,naniga?
0:03:10.72,なんだろうね？,是什么呢？
0:03:10.78,それな,就是啊
0:03:11.00,それな,就是啊
0:03:11.18,頭タコピーになればみんなハッピーだヨ,脑袋变成章鱼噼的话大家就都happy了哦
0:03:11.25,何がじゃないが,不是问什么
0:03:11.37,江戸川コナン,江户川柯南
0:03:12.16,なにがw,什么w
0:03:12.21,人が死んでんねんで,死人了喂
0:03:12.30,（＃眼Д心）＜ 何が可笑しい！！,（＃眼Д心）＜有什么好笑的！！
0:03:12.75,それな,就是啊
0:03:12.81,マトモなのは僕だけか！？,正常的只有我吗！？
0:03:12.90,せやな,是啊(せやな)
0:03:12.99,せやな,是啊(せやな)
0:03:13.06,何もかもだよwww,全部都是哦www
0:03:13.37,「おかしい」で言えば、しずかちゃんが置かれてた境遇は最初からおかしかったんだよな…,要说“奇怪”，静香所处的境遇从一开始就很奇怪了啊…
0:03:14.50,おや君はまだまともなようだね,哦呀你好像还算正常呢
0:03:14.69,同級生の後をつけたら謎の宇宙人を紹介されて、その宇宙人によっていじめっ子が殺されていた。確かに意味わからんな,跟踪了同学，然后被介绍给了迷之宇宙人，然后欺负人的人被那个宇宙人杀了。确实意义不明啊
0:03:14.94,ｲﾐﾜｶﾝﾅｲ!,搞不懂意思!
0:03:14.96,そりゃ平凡に生きてきた奴にいじめられっ子の気持ちが分かるわけないわな,那当然平凡活着的人是不可能懂被欺负的孩子的感受的
0:03:15.18,かわいい,可爱
0:03:15.40,キュウベエ「だよね」,丘比「是呢」
0:03:15.56,正常,正常
0:03:16.43,／人◕ ‿‿ ◕人＼わけがわからないよ,／人◕ ‿‿ ◕人＼搞不懂意思
0:03:16.56,なぜそうも簡単に人を殺すんだよ！死んでしまえ！,为什么那么简单就杀人啊！去死吧！
0:03:16.58,罰わからん...,罚不懂...
0:03:17.00,東君が思ったより冷静なのが凄いな,东君比想象中冷静好厉害啊
0:03:17.15,QBが困惑は草,QB困惑了草
0:03:19.08,それはそうやけど短期的にはこうするしかなかったんや・・・,虽然是那样但短期来看只能这么做了・・・
0:03:19.15,ないんだなそれが,然而并没有那种东西
0:03:19.21,良かったやっとまともなツッコミが現れた,太好了，总算出现一个正常的吐槽角色了
0:03:19.28,ないです(即答,没有(即答
0:03:19.46,ログアウトしただけゾ,只是logout了哦
0:03:19.46,正論,正论
0:03:19.50,なんかあったか？,有什么吗？
0:03:19.50,まぁ、表面だけ見てればそう思うよね,嘛，只看表面的话会这么想呢
0:03:19.61,まあ外野はいくらでも言えるよな…,嘛，局外人怎么说都行…
0:03:19.65,既に色々やってみたッピが？,已经试过很多了piko？
0:03:19.65,可哀想だけど、ここらへんで知性の格差出てるな,虽然可怜，但在这里体现出智商差距了
0:03:19.75,暴力しか解決手段がないこともあるんだよ,有时候暴力是唯一的解决方法
0:03:19.88,何も出来ないくせに,明明什么都做不了
0:03:20.02,あのままだと殺されたからね。仕方ないね,再那样下去会被杀的。没办法呢
0:03:20.13,他の方法取ってたらこっちが死んでたんですよ・・・,要用其他方法的话就是这边死了・・・
0:03:20.18,言いたいことは解るけど教室で見てたやろお前,想说的话我懂但你在教室里看到了吧你
0:03:20.34,「他に」って何か案があるのかよ？あの惨状を見てもなお,说「其他」你有什么方案吗？就算看到那个惨状
0:03:20.69,なかったんだよなぁ,没有啊
0:03:20.81,子供の世界では無理かなぁ,在孩子的世界里是不是不可能啊
0:03:20.96,じゃあお前が能動的に他の何かをやってみてから言えと言いたい,那我想说你主动去做点别的什么再来说
0:03:20.99,誰も助けないのもあるし・・・,谁都不救也是一点・・・
0:03:21.02,殺らなきゃ殺られてたから…,不杀的话就会被杀…
0:03:21.15,たとえば？,比如？
0:03:21.46,コイツはここで殺さんと将来的に５０人くらい犠牲者を生むタイプ,这家伙就是那种现在不杀掉，将来会产生50个左右牺牲者的类型
0:03:21.75,なにかする必要があったのはまずしずかだろ,首先需要做点什么的是静香吧
0:03:22.00,正気でいられるなんて運かいいぜyou,能保持理智，你运气真好啊you
0:03:22.28,殺されそうになったんだ。殺しもするわ,差点被杀了。当然会杀人
0:03:22.71,惚れてる女にもズバリ言う漢,对喜欢的女人也直言不讳的汉子
0:03:23.12,割となかったよ,意外地没有哦
0:03:23.69,せやな,是啊(せやな)
0:03:25.50,どうするしずかちゃん　処す？処す？,怎么办静香，处理掉？处理掉？
0:03:25.55,せやなパンツくらいは持って帰ってもええやろ（よくない）,是呢胖次くらい带回去也行吧（不行）
0:03:25.58,葉っぱにしようぜ,变成叶子吧
0:03:25.71,隠蔽教唆ですか？,是教唆隐瞒吗？
0:03:25.72,それはそう,那确实是
0:03:25.90,もうなんか…熊とかに襲われたことにしよっかなって…,不然就…当成被熊之类的袭击了吧…
0:03:26.03,気にかけてただけ傍観者よりはマシなんだよなぁ,光是关心这一点就比旁观者强了啊
0:03:26.12,なんやこいつ,这家伙搞什么
0:03:26.15,ヒグマが食べてくれないかなぁ,棕熊会不会吃掉啊
0:03:26.43,なんだ、こいつも敵だったか,什么，这家伙也是敌人吗
0:03:26.68,あまりの時代に素になる,因为太过分的时代而变得一本正经
0:03:26.83,もう一キルいっとこ,再来一kill吧
0:03:26.93,さっさと殺そうぜ！日が暮れちまうよ！,快点杀了吧！天要黑了！
0:03:27.03,ここは正論,这里是正论
0:03:27.06,モノを葉っぱにする道具、出して,把能把东西变成叶子的道具拿出来
0:03:27.27,え？正当防衛だろ。平和ボケもいい加減にしろ。,诶？是正当防卫吧。和平痴呆也该适可而止了。
0:03:27.34,ﾑｽ…,ﾑｽ…
0:03:27.49,（もうしずかちゃんと結婚できないじゃん...）,（已经不能和静香酱结婚了嘛...）
0:03:27.68,そこに気づくとは…,竟然注意到了…
0:03:27.93,埋めてないことを怒られてるな・・・,因为没埋被骂了呢・・・
0:03:28.80,かわいい,可爱
0:03:28.87,だって今までマリナの行動が問題にならなかったからな,因为至今为止茉莉奈的行为都没成问题啊
0:03:29.16,教育格差感じるんですよね…,感觉到了教育差距…
0:03:29.46,もしかしてしずかちゃんってアホの子？,难道静香酱是笨蛋孩子？
0:03:29.68,持って帰っても問題になるだろ,就算带回家也会成问题吧
0:03:29.81,女は正論なんて求めてないんだよなぁ　共感と賞賛以外は生理拭く紙にもなんないんだよなぁ,女人是不追求正论的啊　除了共感和赞赏以外连擦生理期的纸都不如啊
0:03:29.87,作品始まってから初めて明確に怒りの感情を出してるな,作品开始以来第一次明确地表现出愤怒的感情
0:03:30.05,逆らうやつ全員ぶっ56していこうぜ！,把所有反抗的家伙都杀光吧！
0:03:30.09,拗ねてるしずかちゃん可愛い,闹别扭的静香酱好可爱
0:03:30.22,葉っぱぐらいにはすべきだよな,至少该把它变成叶子吧
0:03:30.28,それはそう,那确实是
0:03:30.78,葉っぱに,变成叶子
0:03:31.15,それが分からないから仕方ない,因为不懂所以没办法
0:03:31.37,一応空気読めるのか,姑且还是会读空气吗
0:03:31.56,あっ,啊っ
0:03:32.09,おまこわ,你才可怕
0:03:32.40,おまえもハッピーにしてやろうか,也让你happy一下吧
0:03:32.52,空気が読めるようになったかタコピー,TAKOPI也学会看气氛了吗
0:03:32.59,それ以上口出しするんならハッピーカメラすっぞ？,再多嘴的话就用happy camera了哦？
0:03:34.09,おまえのほうが・・・,你的才・・・
0:03:36.12,人が死んでんねんで！！,死人了喂！！
0:03:36.49,人がしんでんねんで！,死人了喂！
0:03:36.71,人が死んでんねんで！,都死人了啊！
0:03:36.90,下等原生生物が死んでも気にもしないだろ,低等原生生物死了也不会在意的吧
0:03:36.94,人が死んでんねんで！,都死人了啊！
0:03:37.00,人が死んでんねんぞ！,死人了哦！
0:03:37.81,お、そうだな,喔、这样啊
0:03:38.24,人がしんでんでんで!,死人了了了!
0:03:38.43,人が、人が死んだんだぞ！,人、人死了啊！
0:03:38.47,そうザウルス！,是zaurusu！
0:03:38.49,カミーユ「そうだそうだ」,卡缪「说得对说得对」
0:03:38.91,草,草
0:03:39.55,目刺された過去あるのにタフだなこのタコ,明明有被戳瞎眼睛的过去还真顽强啊这章鱼
0:03:39.65,草,草
0:03:39.75,正論すぎて草,太正论了草
0:03:39.84,なんて普遍的な感性なんだ…,多么普遍的感性啊…
0:03:39.87,ヘラヘラすんなよ,别嬉皮笑脸的
0:03:40.00,変な語尾ザウルス,奇怪的语尾zaurusu
0:03:40.11,お前もその仲間に入れてやるってんだよ！,我也会把你变成他们的同伴的！
0:03:40.25,ふざけてんだべ？,你在开玩笑吧？
0:03:40.40,うむ！,嗯！
0:03:40.53,すげーまともだ,超正常的
0:03:40.68,正論すぎる,太正论了
0:03:40.75,それはそう,那确实是
0:03:40.93,草ｯﾋﾟ,草piko
0:03:40.94,小学生のくせにどいつもこいつも喋り方に厳しいッピ,明明只是小学生，一个个都对说话方式好严格pi
0:03:41.05,お前もその仲間に入れてやるってんだよ！,我也会把你变成他们的同伴的！
0:03:41.16,また喋り方でキレられてる…,又因为说话方式被骂了…
0:03:41.37,それはそう,那确实是
0:03:41.37,東君大人すぎる,东君太成熟了
0:03:41.52,こいつもハッピー道具でなんとかしないとな,这家伙也必须用Happy道具解决掉
0:03:41.58,ご、ごめんなさいっピ・・・,对、对不起piko・・・
0:03:41.66,まったくもってｗ,完全是w
0:03:41.78,タコピーにとっては先にしずかちゃんが死んでるんだけどね…,对章鱼噼来说是静香酱先死了…
0:03:41.96,ごめんなさいっぴ,对不起pi
0:03:42.34,葉っぱにしなきゃ,必须变成叶子才行
0:03:42.77,マジレスやめてほしいッピね,别较真了pi
0:03:42.86,ハッピー星人は黙ってろ！ここは地球人の拠点である！宇宙人とは倫理観が違う！！,Happy星人闭嘴！这里是地球人的据点！和宇宙人的伦理观不一样！！
0:03:42.88,語尾でキャラ付けとか最低だなそれと便座カバー,用语尾设定角色太差劲了还有马桶圈
0:03:43.05,語尾は体に悪い,语尾对身体不好
0:03:43.21,おっ、視聴者か？,哦，是观众吗？
0:03:43.46,東くんが強い言葉を使うのはママのまねっこしてるんだっピね！,东同学用强硬的语气是在模仿妈妈piko呢！
0:03:43.83,タコだからな,因为是章鱼嘛
0:03:43.86,マジレスw,认真回w
0:03:44.13,死体目の前にしてパニックにならないだけえらいな東君,东君在尸体面前没有恐慌，真了不起啊
0:03:44.37,無意味に音速丸介入させたい,想无意义地让音速丸介入
0:03:44.43,ひとがしんでんねんで,死人了喂
0:03:44.55,ッピは実は敬語説あるか？,难道说pi其实是敬语？
0:03:44.72,人間の常識を知らないタコピーが一方的に言われてるの見てて辛い……,看着不知道人类常识的章鱼噼被单方面说教好难受……
0:03:45.33,タコピー、猛省...！,TAKOPI，猛省…！
0:03:45.62,←殺して解決がタコピーの中に入り込んでて草,←杀了解决问题已经深入章鱼噼内心了草
0:03:45.75,俺もしずかちゃんのうっすいお尻に全身を預けたいッピ…,我也想把全身都靠在静香薄薄的屁股上pi…
0:03:46.22,タコピーかわいそう,章鱼噼好可怜
0:03:46.40,こいつもやるしかないっぴ,这家伙也只能干掉了piko
0:03:46.65,一応黙認はしてない、助けに入ったり具体的に助け舟出そうとはしてた,姑且没有默许，有想去帮忙或者具体地伸出援手
0:03:46.87,そういう種族なんだから仕方ない,因为是那种种族所以没办法
0:03:47.06,ここ漫画だとめっちゃしょぼくれてて草,这里在漫画里超级沮丧的样子，笑死
0:03:47.37,まともなのは僕だけか！？,正常的只有我一个吗！？
0:03:48.47,それはそう,那确实是
0:03:48.69,ふざけてないっピ,没开玩笑piko
0:03:48.75,不貞行為者から見た健常者,从不伦者视角看的健全人
0:03:50.12,魔法（物理）,魔法（物理）
0:03:50.19,ダークサイドの東きゅん,dark side的东君
0:03:51.69,小学生がこんな冷静な会話できるのコナンぐらいしかないだろ,小学生能这么冷静对话的只有柯南了吧
0:03:51.84,うみねこかな,是海猫吗
0:03:52.25,至極真っ当,极其正当
0:03:53.02,せめて怪獣で死んじゃったんなら最初からいなかったことになるけど,至少被怪兽弄死的话就会变成一开始就不存在
0:03:53.25,魔法というか超常現象というか,说是魔法不如说是超常现象
0:03:53.44,仮に魔法で死んだとしても過失致死くらいにはなるでしょこれは,就算假设是魔法杀的，这也能算过失致死吧
0:03:53.46,そらしゃーない,那没办法
0:03:53.59,鈍器で撲札だろｗｗｗ,是钝器扑杀吧www
0:03:53.66,「テ゛ィ゛センダァ゛ッ！！！」,「Descendaaa!!!」
0:03:53.74,物理やで,是物理哦
0:03:54.11,田中ぷにえ『おっそうだな！』,田中蒲妮惠『哦是吗！』
0:03:54.21,仕方ないね♀,没办法呢♀
0:03:54.27,それなら仕方ないね,那样的话就没办法了呢
0:03:54.37,仕方ないね,没办法呢
0:03:54.40,そうだね,是啊
0:03:55.58,どう見ても撲殺,怎么看都是扑杀
0:03:55.63,ちょいと揉んだら死んだ（摩法）,稍微揉了一下就死了（摩法）
0:03:57.03,（めっちゃ物理だコレー！！）,（这完全是物理啊——！！）
0:03:57.61,魔法（物理）,魔法（物理）
0:03:57.65,カメラ遺棄,遗弃相机
0:03:57.87,ｗｗｗ,ｗｗｗ
0:03:57.90,魔法の残骸,魔法的残骸
0:04:00.47,タコピーのせいにしてしまおう,全都怪到TAKOPI头上吧
0:04:01.21,タコピーがやったからセーフ,是TAKOPI干的所以Safe
0:04:01.86,お辞儀「アバダ！アバダ！」,鞠躬「阿瓦达！阿瓦达！」
0:04:01.87,魔法や呪いは不能犯ってことでセーフにならへん？,魔法和诅咒不是不能犯所以safe吗？
0:04:02.58,まじかる死,magical死
0:04:02.84,鈍器,钝器
0:04:03.28,タコピーがやったと主張してもナニソレ？だししずかがやった扱いになるだろうしな,就算主张是章鱼噼干的也只会是“那是什么？”，会当成是静香干的吧
0:04:03.75,あのままやられれば良かったんか？,再那样下去被杀就好了吗？
0:04:03.78,やはり自首かいつ出発する?,果然还是自首吗什么时候出发?
0:04:03.96,少年院は１２歳位上だからないぞ　２００４年に起きた小学生の殺人事件では児童自立支援施設で２年間の保護処分,少年院是12岁以上所以没有哦　2004年发生的小学生杀人事件是在儿童自立支援设施接受2年的保护处分
0:04:04.05,ぶっちゃけ少年院の方が良い暮らしできそう,说白了在少年院可能过得更好
0:04:04.09,しずかちゃんじゃなくてタコピーが殺ったんだよな,不是静香酱是章鱼噼杀的啊
0:04:04.21,冷静すぎて大丈夫か？,太冷静了没问题吗？
0:04:04.31,殺したのはタコピーなんだから入るわけない,杀人的是章鱼噼所以不可能进去
0:04:04.59,刑務所にぶち込まれる楽しみにしておいて下さい！いいですね！,等着被关进监狱吧！好吗！
0:04:04.59,野生動物に殺された所に居合わせただけっす,只是碰巧在被野生动物杀死的地方而已
0:04:04.87,男の子になっちゃう！,会变成男孩子的！
0:04:04.97,ネンショー,少管所
0:04:05.09,少女院に入れてタイが曲がっていてよされてくれ,把我放进少女院，领带歪了，请帮我弄好
0:04:05.16,久瀬の兄貴・・・,久濑大哥・・・
0:04:05.21,むしろそっちの方が幸せなのかも,不如说那样可能更幸福
0:04:05.68,※14歳未満は刑法上刑事責任能力がないとされ、刑罰を科せられないが、場合により少年院に送致されることもある。ただし概ね12歳以上から。しずかは対象外,※未满14岁在刑法上没有刑事责任能力，不会被科处刑罚，但根据情况也可能被送入少年院。但是大概从12岁开始。静香不属于对象
0:04:05.68,タコピーがやったんだからちがくね,是章鱼噼干的所以不对吧
0:04:06.36,少年院は１２歳以上なのでないです。殺人と認定されたとしても児童施設で１、２年保護処分だと思われる。,少管所是12岁以上才能进的，所以没有。就算被认定为杀人，估计也就是在儿童福利院接受一两年的保护处分。
0:04:06.36,少年院にぶち込まれる楽しみにしておいて下さい！,等着被关进监狱吧！
0:04:06.40,タコピーを駆除して終了でしょ,把TAKOPI驱除了就结束了吧
0:04:06.86,刑事責任問われないでしょ,不会被追究刑事责任吧
0:04:06.88,魔法（物理）,魔法（物理）
0:04:07.37,異星人を裁く法律はないからノーカンノーカン,没有制裁外星人的法律所以no count no count
0:04:07.46,院で規則正しい生活と勉強してる方が幸せなケースもある,在院里过着规律的生活和学习可能更幸福
0:04:07.53,静｢私、女なんですけど?｣,静｢我是女的啊?｣
0:04:07.71,確かにリュウセイさんを一緒にいたみさおは園児時代に実刑喰らうという先例があるから、あるいは･･･,确实龙星先生在一起的美沙绪在幼稚园时代就吃过实刑，有这个先例，所以或许･･･
0:04:07.99,心をまっすぐにしてくるのですねッ！,是来把心变正直的呢！
0:04:08.15,ワイは大学院に入院してる,我正在大学院住院
0:04:08.81,ある意味そっちの方が親と離れられてマトモになるかも？,某种意义上那边更能离开父母变得正常？
0:04:08.90,え？じゃねえんだわ,诶？什么啊
0:04:08.96,殺したのタコピーなんだけど,杀人的是章鱼噼吧
0:04:09.28,静ちゃんは誰にも危害加えてないので完全に冤罪です,静香没有加害任何人所以完全是冤罪
0:04:09.38,ネバダたんなら,要是内华达酱的话
0:04:09.68,小学4年生。10歳なら少年院送致は無い。11歳でも微妙。どっちにせよ前科は付かない,小学4年级。10岁的话不会被送少年院。11岁也微妙。不管怎样都不会有前科
0:04:09.88,タコピーだよやったの,是章鱼噼啊干的
0:04:10.24,作品唯一の健常者,作品里唯一的神志正常者
0:04:10.25,今の一言で東くんの受難が始まった,就因为这一句话东同学的受难开始了
0:04:10.25,心神喪失状態を主張するしか,只能主张心神丧失状态了
0:04:10.46,なんの問題ですか？,有什么问题吗？
0:04:10.83,そこのタコを差し出せ,把那里的章鱼交出去
0:04:11.43,一撃で死んでるし小学生の力じゃ不可能じゃね？,一击就死了，小学生的力气不可能吧？
0:04:11.65,一応、意思疎通できる宇宙人だから証言次第で現行法で処分できるだろ,姑且是能沟通的外星人，根据证言能用现行法处理吧
0:04:11.83,じゃあ証拠隠滅しないとね,那必须销毁证据呢
0:04:11.90,神奈川県警ならワンチャン,要是神奈川县警的话有one chan
0:04:12.05,え？って君,诶？什么啊你
0:04:12.87,🐏やりましたねぇ…,🐏干得好呢…
0:04:12.90,タコピー付きだせば通用するのでは,把章鱼噼交出去不就通用了吗
0:04:12.90,それはそう,那确实是
0:04:12.93,少なくとも死体遺棄にはなりそう,至少会变成遗弃尸体
0:04:12.93,実際にいて鬼強いんだから余裕だろ,实际在场而且强得像鬼，所以轻松吧
0:04:12.94,でも証拠品に指紋付いてないからワンチャン…,但是证据品上没指纹所以one chan…
0:04:13.08,10歳は入れないんだよな,10岁是进不去的
0:04:13.16,吉良「スタンドがやりました」　半天狗「この手が勝手に！」,吉良「是替身干的」 半天狗「是这只手自己！」
0:04:13.75,少年院とか想像の数段上のDQNの集まりだから、行って良い事なんて一つもないぞ,少年院什么的，是想象之上好几级的DQN的聚集地，所以去了没一件好事
0:04:13.80,外国人がやりましたは通用するのにね,明明是外国人干的就能通用呢
0:04:13.84,せやろな,是吧
0:04:13.87,死体見てビビらねえなこのガキ,看到尸体都不怕啊这小鬼
0:04:14.03,公金ちゅーちゅーライフ,公款吸吸life
0:04:14.50,たこがわるい、そうに決まってる,是章鱼的错，肯定是这样
0:04:15.03,タコピーを差し出せば全部うやむやになるぞ,把TAKOPI交出去的话一切都能不了了之了哦
0:04:15.49,正当防衛だ！,是正当防卫！
0:04:15.56,神奈川県警「それならしょうがないな」,神奈川县警「那样的话就没办法了」
0:04:15.72,それはそう,那确实是
0:04:15.86,でも凶器に触れてもなくない？,但是凶器也没碰过吧？
0:04:16.01,今の法律ではガキは何やっても許されるんですよ,现在的法律是小鬼做什么都会被原谅的
0:04:16.55,ひどいいじめで殺されそうになったので正当防衛です,因为被严重欺凌差点被杀所以是正当防卫
0:04:17.37,今の少年法って１４歳以下だっけ,现在的少年法是14岁以下来着
0:04:17.54,少年院編は胸熱だッピ∩^ω^∩,少年院篇好燃piko∩^ω^∩
0:04:18.01,刃牙とランドセルのコラボ商品？？,刃牙和书包的合作商品？？
0:04:18.80,(´・ω・｀),(´・ω・｀)
0:04:19.01,最近でもあったな学校で殺人事件,最近也有啊学校里的杀人事件
0:04:19.33,少年院は楽しかったぞ,少管所还挺开心的哦
0:04:19.50,務所はともかくチャッピーがね,监狱另说，小啾啊
0:04:19.64,ハッピーフラワー付けておけば散った花にしか見えないんじゃね？,戴上happy flower的话不就只能看成凋落的花了吗？
0:04:20.07,正当防衛による殺人って相手がナイフ持って襲ってきたってレベルですら相当性の要件で成立するのが難しいからこの件は100%傷害致死だね,正当防卫杀人，哪怕是对方持刀袭击的级别，都很因为防卫必要性的条件而难以成立，所以这事100%是伤害致死呢
0:04:20.56,口封じしないと…,不灭口的话…
0:04:21.12,マジレスすると14歳以下は刑事未満で処罰されないので、自首は関係ない,认真说的话14岁以下是刑事未满不会被处罚，所以自首没关系
0:04:21.25,北海道だから、ここでまりなの遺体に巨大な引っかき傷を作り、タコピーの腕力で手をもぎ、木に叩きつけておけば「熊パンで死んだか」てごまかせそう,因为是北海道，在这里给真理奈的尸体制造巨大的抓痕，用TAKOPI的臂力把手扯下来，再往树上砸，应该就能伪装成“被熊掌拍死的”
0:04:21.98,死,死
0:04:22.82,タコピーが変身して身代わりになるっピ,章鱼噼变身替身piko
0:04:22.97,スクールデイズ続編出た時少年院編期待したけどそんなことはなかったぜ,School Days续篇出的时候期待过少年院篇结果没有
0:04:23.12,共産党ならコンクリ詰めにしてた,要是共产党的话就用水泥封起来了
0:04:23.56,管轄が神〇川県警なら「うーんこれは自殺！」と判定する可能性もワンチャンある,管辖是神〇川县警的话，也有one chan可能判定「嗯—这是自杀！」
0:04:23.83,吉良かさとこちゃん呼んで消さなきゃ,得把吉良或者沙都子叫来消除掉才行
0:04:24.13,物理的におかしくても血まみれカメラが状況証拠になるだろ,就算物理上很奇怪，血淋淋的相机也会成为状况证据吧
0:04:24.62,革命すれば無罪だぞ,革命的话就无罪了哦
0:04:24.81,少年法が守ってくれるというのは間違い　刑法では１４歳未満は刑事未成年で処罰できないので処罰できるようにしているのが少年法,“少年法会保护你”是错的，刑法规定未满14岁是刑事未成年者不能处罚，而少年法是为了能处罚他们而存在的
0:04:26.35,東君は見て見ぬフリしてなかっただろ。お前こそ見て見ぬフリやめろ,东君没有视而不见吧。你才别视而不见了
0:04:26.54,こいつも殺せばモーマンタイ,把这家伙也杀了就没问题了
0:04:26.99,あずまくんもころしちゃえばいいっピ,把东同学也杀了就好了piko
0:04:27.04,冷静すぎだろ人生5周ぐらいしてるんか？,太冷静了吧人生5周目了吗？
0:04:27.16,やるしか…ないか。,只能…干了吗。
0:04:27.75,Bプランは？,B计划呢？
0:04:27.86,めっちゃ正しい,非常正确
0:04:28.64,プランBは?,plan B是?
0:04:29.22,俺もチャッピーにマジレスされた時こう返すわ,我被小啾认真回的时候也这么回
0:04:29.81,ほか?,其他?
0:04:30.37,さすが俺等の東,不愧是我们的东
0:04:31.07,目撃者を全員消して事件にしない事だね・・・,把目击者全都干掉，就不算案件了呢…
0:04:31.10,あまりの現実にメガネを外してるのかわいいね❤,因为过于现实而摘下眼镜的样子好可爱❤
0:04:32.73,他のルート,其他route
0:04:32.99,葉っぱにするとか,比如变成叶子
0:04:33.18,出頭・・・かな・・・,是自首・・・吧・・・
0:04:33.31,バレなきゃ犯罪じゃないんですよ,不败露就不是犯罪哦
0:04:33.37,他？,其他？
0:04:33.57,現実だと不良外国人が悪いことしても不起訴になる不思議,现实里不良外国人做了坏事也会被不起诉真是不可思议
0:04:33.63,目撃者を殺せばいいんだよ,杀了目击者就行了
0:04:33.68,微生物とか腐肉食生物に頼む,拜托微生物或者食腐肉的生物
0:04:34.52,K1みたいに埋めるんだゾ,像K1一样埋起来哦
0:04:35.52,俺馬鹿だからよぉ,我可是笨蛋啊
0:04:35.68,「葉っぱにする」コメ多くて葉っぱ生えるｗｗ,「变成叶子」的评论太多了长出叶子了ww
0:04:35.82,えょろい,好搞定
0:04:36.99,あーあ。女で身を滅ぼすタイプか．東君,啊—啊。是会为女人身败名裂的类型吗．东君
0:04:37.08,ちょろい,真好搞定
0:04:37.31,え？,诶？
0:04:37.51,ちょろい,真好搞定
0:04:37.66,ちょろい,真好搞定
0:04:37.73,ちょろい,真好搞定
0:04:37.85,ちょろい,真好搞定
0:04:37.85,ちょろい,真好搞定
0:04:37.85,ちょろい,真好搞定
0:04:37.86,ちょろすぎる,太好搞定了
0:04:37.93,ちょろい,真好搞定
0:04:37.94,ちょろい,真好搞定
0:04:38.01,このは「忍者に葉っぱにしてもらう（他の方法）」,木叶「让忍者变成叶子（其他方法）」
0:04:38.02,リアルじゃねえな東 照れないだろ。恐怖しかないだろこんな女,不现实啊东 不会害羞吧。只会感到恐怖吧这种女人
0:04:38.10,お？,喔？
0:04:38.11,ちょろいん,好搞定
0:04:38.12,ちょろい,真好搞定
0:04:38.20,ちょろい,真好搞定
0:04:38.41,やめろそれ以上関わるな,别再扯上关系了
0:04:38.55,ちょろい,真好搞定
0:04:38.56,責任の分散,责任分散
0:04:38.98,ちょろい,真好搞定
0:04:39.19,バラバラにしてミキサーにかけて魚の餌にするッピよ,剁碎了用搅拌机搅了当鱼食piko哟
0:04:39.22,ちょろい,真好搞定
0:04:39.23,ウッドチッパーに投げ込む,扔进碎木机
0:04:39.27,初めて頼られた！！ってちょっと嬉しそうなの可愛い,第一次被依赖！！有点开心的样子好可爱
0:04:39.55,ちょろい,真好搞定
0:04:39.60,ちょろｗｗｗ,好搞定www
0:04:39.61,ちょろい,真好搞定
0:04:39.98,コイツの記憶を消そう,把这家伙的记忆消除吧
0:04:40.02,カルロス・ゴーンみたいにやるんだよ！あの逃走経路を・・・って子供じゃむりか,像卡洛斯·戈恩那样干啊！那个逃跑路线・・・小孩子做不到吗
0:04:40.05,ちょろい,真好搞定
0:04:40.17,ちょろい,真好搞定
0:04:40.20,ちょろい,真好搞定
0:04:40.22,男は頼られると木にも登っちゃう,男人被依赖了就会上树
0:04:40.23,ちょろい,真好搞定
0:04:40.35,ちょろい,真好搞定
0:04:40.50,ちょろい・・・,好搞定・・・
0:04:40.66,久世さん成長したら頂き女子になりそうで怖いっピ,久世同学长大了感觉会变成“頂き女子”，好可怕pi
0:04:40.68,ちょろすぎる,太好搞定了
0:04:40.81,ちょろい,真好搞定
